"economic policies,public policy,government structure,issue areas,public policy analysis**,Services research agenda,national public policy,major research areas,exceptional staff performance,public policy organization,multidisciplinary knowledge,congressional decision making,legislatively relevant assistance,Effectively expresses ideas,federal budget process,external audiences,critical competencies,Ability,double asterisk,public finance**,research management,legislative research,current status,Applies expert,specific policies,policy area,creative ideas,anticipated needs,intellectual leadership,critically reviews,sustained level,congressional committees,appropriations process,staffing requirements,staffing plans,senior staff,agency/organizational/departmental standards,Applies knowledge,overall performance,intellectual capacity","Social Science, Psychologist"
"Community Recreation activities,Navy MWR mission,customer service,leisure time activities,strong customer service,recreation activity,recreation topics,ability,sound decisions,special events,organize data,entertainment activities,entire scope,written instructions,office procedures,Knowledge,functions,suitability,compile,Combination,organizing,dissemination,experience,writing,goals,principles,techniques,planning,individuals,groups,ages,interests,operations,skills,computers,records","Social Science, Psychologist"
"selective factors,qualifying specialized experience,high school level,occupational/assessment questionnaire,valid lifesaving,equivalent combination,group dynamics,basic psychology,aid certificates,physical education,semester,completion,Applicants,Certifications,entrance,position,recreation,duty,courses,season,arts","Social Science, Psychologist"
"selective factors,qualifying specialized experience,broad subject area,occupational/assessment questionnaire,valid lifesaving,subject matter,aid certificates,General experience,position,lifeguarding,work,familiarity,applicant,Applicants,Certifications,entrance,education,duty,type,processes,season,pool,beach","Social Science, Psychologist"
"social work,social workers,independent practice level,social worker,GS-09 Social Workers,Social Work Education,psychosocial treatment,social work degree,basic requirements,GS-185 Social Work,Social Work supervisor,social work experience,entry level,social worker positions,psychosocial treatment modalities,psychosocial functioning,ability,entry level grade,Current state requirements,doctoral degree,post-MSW experience,GS-09 entry level,human development,English Language Proficiency,post-MSW degree experience,treatment plan,wide variety,family members,family counseling skills,U.S. Department,diversified backgrounds,differential influences,interdisciplinary treatment team,mental health diagnoses,crisis intervention techniques,VHA program areas,social problems,knowledge,licensure,CSWE).","Social Science, Psychologist"
"social work,performance level,independent practice level,social workers,Social Work Education,state prerequisites,Social Worker- GS,GS-185 social work,VA Policy Education,care social work,licensure/certification examinations,certification requirement,entry level grade,English Language Proficiency,National Service programs,grade levels,MSW degree experience,volunteer work,local Human Resources,degree level,CSWE).,U.S. citizenship,Basic Requirements,unpaid experience,GS-9 level,English Experience,exception,post-MSW experience,volunteer experience,critical competencies,completion,Grade Determinations,valuable training,Physical Requirements,Peace Corps,Appendix G39,VA Handbook,master","Social Science, Psychologist"
"social workers,social work graduate,work graduate students,Social Work Education,psychosocial treatment,GS-11 Social Worker,Readjustment Counseling Centers,volunteer work,interdisciplinary treatment team,new social workers,National Service programs,ability,mental health diagnoses,review case conferences,Veterans Health Administration,crisis intervention techniques,psychosocial functioning,VHA field placements,psychosocial assessments,psychosocial problems,psychosocial needs,unpaid experience,CSWE).,social problems,volunteer experience,treatment plan,treatment procedures,Full-Performance Level,VA Policy,Basic Requirements,treatment goals,treatment modalities,U.S. citizenship,physical requirements,knowledge,VA Pittsburgh,various types,critical competencies,Performance Level,community resources","Social Science, Psychologist"
"mental health,professional mental health,Readjustment Counseling Centers,mental health counseling,effective counseling relationship,multicultural counseling skills,professional counseling practices,various mental health,familial counseling interventions,Related Educational Programs,degree mental health,counseling process,basic requirements,LICENSED PROFESSIONAL MENTAL,National Service programs,various specialty areas,volunteer work,complex crisis intervention,appropriate clinical intervention,Gerontology Counseling,Community Counseling,Family Counseling,Addiction Counseling,counseling perspectives,unpaid experience,volunteer experience,Ability,VA Policy,physical requirements,U.S. citizenship,Knowledge Skills,VA Pittsburgh,various types,HEALTH COUNSELOR,Full-Performance Level,patient/family problems,Family Therapy,professional evaluations,vacancy announcement,critical competencies","Social Science, Psychologist"
"archeological field investigations,qualifying specialized experience,Archeological Technician,closing date,artifact cataloguing,public sectors,occupational/assessment questionnaire,experience equivalent,archival research,GIS mapping,GS-5 level,Federal service,laboratory analysis,qualifications,announcement,Wednesday,duties,position,abilities,GS-0102-06,Examples","Social Science, Psychologist"
"social work,social worker,social workers,professional social worker,experience,professional social work,independent practice level,performance level,social work experience,GS-9 social workers,Social Worker Experience,VHA social worker,social worker positions,Social Work Education,social work practice,SOCIAL WORKER QUALIFCATION,Social Work Practices,VHA social workers,social worker participates,social work. c.,GS-185 social work,social work services,GS-11 social workers,entry level,program areas,VHA practicum experience,clinical setting,post-MSW degree experience,part-time experience,licensed independent practitioner,creditable experience,States. b. Education,GS-9 entry level,basic requirements,post-MSW experience,entry level grade,doctoral degree,VA staff member,electronic health record","Social Science, Psychologist"
"social work,social worker,professional social worker,professional social work,performance level,social work experience,social workers,Social Work Education,VHA social worker,social worker positions,social work practice,Social Work Practices,GS-11 Social Worker,SOCIAL WORKER QUALIFCATION,social work services,VHA social workers,social work participates,social work. c.,clinical setting,VHA practicum experience,GS-11 social workers,post-MSW degree experience,States. b. Education,basic requirements,creditable experience,independent practice level,licensed independent practitioner,part-time experience,doctoral degree,VA staff member,post-graduate training,electronic health record,English Language Proficiency,full-time workweek,va handbook,post-graduate training programs,state licensing board,residential treatment center,master","Social Science, Psychologist"
"social work,senior social worker,advanced practice,advanced practice level,Social Work Education,social work practice,case management,English language proficiency,advanced practice skills,specialized experience,homeless Veterans,VA medical care,National Service programs,VA clinical staff,volunteer work,HUD-VASH Program participant,HUD-VASH case management,VA Medical Center,VA Regional Offices,local housing codes,Public Housing Authorities,clinical examination,NEPEC evaluation procedures,appropriate referral sites,Human Resources Office,comprehensive service delivery,CSWE).,unpaid experience,volunteer experience,Veterans reside,CSWE website,doctoral degree,candidacy status,BASIC REQUIREMENTS,English Education,vacancy announcement,active license,critical competencies,HUD-VASH placements,GS-12 LEVEL","Social Science, Psychologist"
"social work,independent practice level,experience,social workers,Social Work Education,social work experience,social work series,social work participates,United States Citizen,entry level grade,clinical setting,required specialized experience,gs-9 level,residential treatment center,National Service programs,doctoral degree,GS-11 level,volunteer work,licensure requirements,state prerequisites,post-MSW experience,valid driver,Basic Requirements,certification requirement,unpaid experience,licensure/certification examination,temporary appointment,volunteer experience,Grade Determinations,health care,post-MSW degree,critical competencies,Appendix G39,medical center,medical profession,valuable training,collaborative treatment,Peace Corps,VA Handbook,master","Social Science, Psychologist"
"document/media exploitation missions,moderately complex projects,HIGHLY DESIRED SKILLS,multi-discipline technical capabilities,Experience managing medium,forensic level pattern,ASSESSMENT FACTORS,intelligence products,large datasets,analytical approaches,creative solutions,communication skills,complex questions,team member,Agency knowledge,digital forensics,size acquisition,contract efforts,life analysis,audio processing,DOMEX,subordinates,superiors,coworkers,obstacles,biometrics,manner,responsibilities,responses,responsibility,management,production,persons,reporting,problems,implementation,Works","Social Science, Psychologist"
"social work,social workers,social worker,psychosocial treatment,ability,social work graduate,independent practice level,mental health diagnoses,work graduate students,crisis intervention techniques,VHA social workers,VHA social worker,Social Work Series,social work experience,psychosocial treatment modalities,knowledge,social work supervisor,GS-9 Social Worker,psychosocial functioning,Social Worker Promotion,new social workers,SOCIAL WORKER QUALIFICATION,licensed independent practitioner,social problems,post-msw experience,CSWE Accredited Program,performance level,electronic health record,English Language Proficiency,entry level grade,Basic Requirements,treatment plan,treatment goals,VA staff member,treatment procedures,family counseling skills,post-MSW degree Experience,interdisciplinary treatment team,National Service programs,human development","Social Science, Psychologist"
"social work,social workers,social worker,professional social worker,professional social work,independent practice level,experience,social work experience,GS-9 social workers,social work degree,Social Work Education,social work practice,Social Work Practices,social worker positions,GS-9 Social Worker,GS-185 social work,social work services,SOCIAL WORKER QUALIFICATION,entry level,program areas,GS-11 social workers,Creditable Experience Knowledge,post-MSW degree experience,GS-9 entry level,entry level grade,basic requirements,English Language Proficiency,physical standards,part-time experience,doctoral degree,post-MSW experience,performance level,Current state requirements,full-time workweek,volunteer work,state licensing board,VA Handbook,VHA program areas,National Service programs,interdisciplinary treatment team","Social Science, Psychologist"
"social work,advanced practice,senior social worker,advanced practice level,social work practice,senior social workers,practice skills,advanced practice skills,work practice skills,complex multiple causation,experience,social work degree,Social Work Education,social work services,social work interventions,complex social work,professional practice issues,GS-12 Senior Social,supervised professional experience,specialty area,treatment,professional intervention strategies,psychosocial assessment,mature professional judgment,professional psychological support,professional organization,specialty treatment programs,professional opinions,Advanced knowledge,case management,case management services,Qualification Standards VA,specialty treatment program,Current state requirements,new models,differential diagnosis,outcome evaluations,treatment services,empirical findings,volunteer work","Social Science, Psychologist"
