"The competencies below are required for this position. Those marked with a double asterisk (**) are considered the most critical competencies for this position. A candidate's resume must show a proven record of accomplishment that clearly demonstrates he or she has: 1. Expert, multidisciplinary knowledge of government, economic policies, and/or public finance**: Applies expert, multidisciplinary knowledge of the theories, laws and regulations, concepts, processes, methodologies, principles, and/or practices related to government structure and operations, economic policies, and/or public finance issue areas. Is conversant in the history, trends, interrelationships, and current status of government structure and operations, economic policies, and/or public finance issue areas. 2. Ability to lead and organize public policy analysis**: Leads implementation of the Services research agenda with respect to the division. Develops innovative and creative ideas to advance the quality of the research and the success of the Service. Recommends specific policies and procedures for improving efficiency and effectiveness of research management and operations of the Service and assesses their implications. Oversees and manages policy and legislative research across and within major research areas. Demonstrates intellectual leadership and understanding of current national public policy issues by formulating and executing a research agenda to address those issues. Guides and directs research of individuals and groups, and critically reviews and evaluates the work of researchers and their managers. 3. Ability to lead people and manage a workforce**: Oversees the overall performance of the division by assessing staffing requirements in relation to current and anticipated needs of the Congress; developing staffing plans, justifications, and requests; and making policy area assignments for and evaluating staff in order to assure the availability of the intellectual capacity needed to meet the current and changing needs of Congress at a sustained level of excellence. Develops and oversees recruiting, hiring, mentoring, and training a diverse workforce as well as builds and maintains exceptional staff performance. 4. Ability to exercise judgment and discretion**: Demonstrates awareness of the likely consequences or implications of ones own actions and work within the context of agency/organizational/departmental standards. Acts appropriately in a given situation (e.g., with colleagues, clients, media/press), using discretion, and being committed to confidentiality. 5. Ability to assess the quality of products and services**: Evaluates the content, organization, and relevance of a range of products and services to meet the quality standards of a public policy organization. Makes suggestions to improve these products and services. 6. Ability to apply knowledge of congressional decision making: Applies knowledge of congressional decision- making, including how legislation becomes law, the federal budget process, the appropriations process, and oversight, sufficient to ensure timely and legislatively relevant assistance to congressional committees, Members, and senior staff. 7. Ability to communicate effectively other than in writing: Effectively expresses ideas and recommendations other than in writing in various settings to peers, staff, managers, supervisors, and external audiences to both provide and seek information. This includes actively listening to or understanding communicated information; answering questions thoughtfully and completely; and communicating clearly, politely, and under control to peers, staff, managers, supervisors, and external audiences to both provide and seek information.","Social Science, Psychologist"
"Combination of experience related to customer service and or recreation activity based functions. Ability to organize, plan, administer special events and entertainment activities. Must be able to work independently, make sound decisions and have the ability to communicate effectively, both orally and in writing. Knowledge of the goals, principles, techniques and procedures used in organizing, planning and conducting leisure time activities. Knowledge of the Navy MWR mission and the entire scope of Community Recreation activities and their suitability for individuals, groups, ages and interests. Knowledge of the functions, procedures, and operations of recreation activities. Must have strong customer service skills. Ability to maintain records, compile and organize data for reports, and perform research on recreation topics for dissemination to customers. Ability to follow oral and written instructions. Knowledge of computers and office procedures.","Social Science, Psychologist"
"To be eligible for this position, you must possess the qualifying specialized experience and/or education as well as selective factors as described in the occupational/assessment questionnaire. OR completion of four years of education above high school level which included at least 24 semester hours of courses related to recreation (i.e. basic psychology, group dynamics, physical education, arts and crafts, etc); OR equivalent combination of experience and education. SELECTIVE FACTORS : ** Applicants MUST possess valid lifesaving, CPR/AED, and first aid certificates prior to entrance on duty. Certifications must be maintained throughout the season and not permitted to expire.","Social Science, Psychologist"
"To be eligible for this position, you must possess the qualifying specialized experience and/or education as well as selective factors as described in the occupational/assessment questionnaire. General experience is 1) any type of work, which demonstrates the applicant's ability to perform the work of the position, or 2) experience which provided a familiarity with the subject matter or processes of the broad subject area of the occupation. Specialized experience is experience in lifeguarding in a pool, beach, or lake. SELECTIVE FACTORS : ** Applicants MUST possess valid lifesaving, CPR/AED, and first aid certificates prior to entrance on duty. Certifications must be maintained throughout the season and not permitted to expire.","Social Science, Psychologist"
"To qualify for this position, applicants must meet all requirements by the closing date of this announcement: Friday, February 24, 2017 . Basic Requirements: U.S. citizenship. Education. Have a master's degree in social work from a school of social work fully accredited by the Council on Social Work Education (CSWE). Graduates of schools of social work that are in candidacy status do not meet this requirement until the school of social work is fully accredited. A doctoral degree in social work may not be substituted for the master's degree in social work. Verification of the degree can be made by going to the CSWE website to verify if that social work degree meets the accreditation standards for a master of social work. Licensure. Persons hired or reassigned to social worker positions in the GS-185 series in VHA must be licensed or certified by a state to independently practice social work at the master's degree level. Current state requirements may be found on the OHRM website . English Language Proficiency. Social workers must be proficient in spoken and written English accordance with VA Handbook 5005, Part II, chapter 3, section A, paragraph 3j, this part. PLEASE NOTE: Only education or degrees recognized by the U.S. Department of Education from accredited colleges, universities, schools, or institutions may be used to qualify for Federal employment. Therefore, applicants must report only attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education. Applicants can verify accreditation from the following web site: http://ope.ed.gov/accreditation/ . If you are using foreign education to meet qualification requirements, you must send a Certificate of Foreign Equivalency with your transcript in order to receive credit for that education. Grade Determinations: In addition to the basic requirements for employment, the following criteria must be met determining the grade of candidates. GS-09 Social Worker: Experience, Education, and Licensure. GS-09 is the entry level grade for the GS-185 Social Work series and is used for Social Workers with less than one year of post-MSW experience and for Social Workers who are not yet licensed or certified at the independent practice level. Social Workers at the GS-09 level are working toward completion of prerequisites for licensure or certification. In addition, the candidates must demonstrate the KSAs in subparagraph (b) below. NOTE: Social Workers with more than one year of post-MSW experience may be appointed at an advanced step within the GS-09 grade commensurate with their years of experience. Demonstrated Knowledge, Skills, and Abilities. 1. Ability to provide psychosocial treatment to a wide variety of individuals from various socio-economic, cultural, ethnic, educational, and other diversified backgrounds. This requires knowledge of human development and behavior (physical and psychological), and the differential influences of the environment, society, and culture. 2. Ability to work with patients and families who are experiencing a variety of psychiatric, medical, and social problems utilizing individual, group, and family counseling skills. Work with more complex problems is done under close supervision. With guidance from the Social Work supervisor, ability to assess the psychosocial functioning and needs of patients and their family members, and to formulate and implement a treatment plan, identifying the patient's problems, strengths, weaknesses, coping skills, and assistance needed. 3. Basic knowledge of psychosocial treatment modalities and, under supervision, ability to implement treatment modalities in working with individuals, families, and groups to achieve treatment goals. This requires judgment and skill in utilizing supportive, problem solving, or crisis intervention techniques. 4. Ability to establish and maintain effective working relationships with clients, staff, and representatives of community agencies. Ability to communicate effectively, both orally and in writing, with people from varied backgrounds. 5. Knowledge of medical and mental health diagnoses, disabilities, and treatment procedures. This includes acute, chronic, and traumatic illnesses/injuries; common medications and their effects/side effects; and medical terminology. 6. Basic skill in the use of computer software applications for drafting documents, data management, and tracking. Ability to learn and utilize software programs in use by VHA. Assignments. Individuals assigned as GS-09 Social Workers are considered to be at the entry level and are closely supervised, as they are not yet functioning at the independent practice level conferred by independent licensure or certification. Social Workers at the GS-09 entry level are typically assigned to VHA program areas that do not require specialized knowledge or experience. Since these Social Workers are not practicing at an independent level, they should not be assigned to program areas where independent practice is required, such as in a CBOC, unless there is a licensed Social Worker in the program area who can provide supervision for practice. GS-09 Social Workers provide psychosocial services in the assigned area under supervision. GS-11 Social Worker: Experience, Education, and Licensure. Promotion to the GS-11 full performance level requires completion of a minimum of 1 year of post-MSW degree experience in the field of health care social work (VA or non-VA experience) and licensure or certification in a state at the independent practice level. OR In addition to meeting basic requirements, a doctoral degree in social work from a school of social work may be substituted for the required 1 year of professional social work experience in a clinical setting. You will be rated on the following Knowledge, Skills, and Abilities based on your application for this position: Please make sure that each is addressed in detail in the body of your resume . 1. Knowledge of community resources, how to make appropriate referrals to community and other governmental agencies for services, and ability to coordinate services. 2. Ability to independently assess the psychosocial functioning and needs of patients and their family members and to formulate and implement a treatment plan, identifying the patient's problems, strengths, weaknesses, coping skills and assistance needed, in collaboration with the patient, family and interdisciplinary treatment team. 3. Ability to independently conduct psychosocial assessments and provide psychosocial treatment to a wide variety of individuals from various socio-economic, cultural, ethnic, educational and other diversified backgrounds. This requires knowledge of human development and behavior (physical and psychological) and the differential influences of the environment, society and culture.","Social Science, Psychologist"
"Basic Requirements: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy Education. Have a master's degree in social work from a school of social work fully accredited by the Council on Social Work Education (CSWE). Licensure: licensed or certified by a state to independently practice social work at the master's degree level. Exception. VHA may waive the licensure or certification requirement for persons who are otherwise qualified, pending completion of state prerequisites for licensure/certification examinations. This exception only applies up to the full performance level. For grade levels above the full performance level, the candidate must be licensed or certified. Physical Requirements- must be able to pass a physical if required English Language Proficiency. Social workers must be proficient in spoken and written English Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Grade Determinations: GS-9 is the entry level grade for the GS-185 social work series and is used for social workers with less than one year of post-MSW experience and for social workers who are not yet licensed or certified at the independent practice level. Social workers at the GS-9 level are working toward completion of prerequisites for licensure or certification. Licensure Exception at the GS 9 level: VHA may waive the licensure or certification requirement for persons who are otherwise qualified, pending completion of state prerequisites for licensure/certification examinations. This exception only applies up to the full performance level. For grade levels above the full performance level, the candidate must be licensed or certified. Must become licensed or certified at the independent , master's level within 3 years of their appointment as a social worker. GS 11 Full performance level requires completion of a minimum of 1 year of post - MSW degree experience in the filed of health care social work and licensure or certification in a state at the independent practice level. References: Social Worker- GS 185, VA Handbook 5005/50, Part II, Appendix G39 dated February 29, 2012. This can be found in the local Human Resources Office.","Social Science, Psychologist"
"Basic Requirements: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Have a master's degree fully accredited by the Council on Social Work Education (CSWE). License is required to be appointed at the Full-Performance Level (GS-11). Must be proficient in spoken and written English. Must meet physical requirements. Preferred Experience: This position is designed to perform duties and services at VA Pittsburgh's Readjustment Counseling Centers, covering various types of treatments. This vacancy announcement is targeting professionals identified as Social Workers. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Grade Determinations: GS-11 Social Worker (Full Performance Level): 1. Knowledge of community resources, how to make appropriate referrals to community and other governmental agencies for services, and ability to coordinate services. 2. Ability to independently assess the psychosocial functioning and needs of patients and their family members and to formulate and implement a treatment plan, identifying the patient's problems, strengths, weaknesses, coping skills and assistance needed, in collaboration with the patient, family and interdisciplinary treatment team. 3. Ability to independently conduct psychosocial assessments and provide psychosocial treatment to a wide variety of individuals from various socio-economic, cultural, ethnic, educational and other diversified backgrounds. This requires knowledge of human development and behavior (physical and psychological) and the differential influences of the environment, society and culture. 4. Knowledge and experience in the use of medical and mental health diagnoses, disabilities and treatment procedures. This includes acute, chronic and traumatic illnesses/injuries, common medications and their effects/side effects, and medical terminology. 5. Knowledge of psychosocial treatment and ability to independently implement treatment modalities in working with individuals, families and groups who are experiencing a variety of psychiatric, medical and social problems to achieve treatment goals. This requires independent judgment and skill in utilizing supportive, problem solving or crisis intervention techniques. 6. Ability to independently provide counseling and/or psychotherapy services to individuals, groups and families. Social workers must practice within the bounds of their license or certification. For example, some states may require social workers providing psychotherapy to have a clinical level of licensure. 7. Ability to provide consultation services to other staff about the psychosocial needs of patients and the impact of psychosocial problems on health care and compliance with treatment. Ability to provide orientation and coaching to new social workers and social work graduate students. Ability to serve as a field instructor for social work graduate students who are completing VHA field placements. 8. Ability to independently evaluate his/her own practice through participation in professional peer review case conferences, research studies, or other organized means. 9. Knowledge and skill in the use of computer software applications for drafting documents, data management, and tracking, especially those programs in use by Veterans Health Administration. References: VA Handbook 5005/50 Part II, Appendix G39","Social Science, Psychologist"
"Basic Requirements: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Have a master's degree fully accredited by the Council on Accreditation of Counseling and Related Educational Programs (CACREP). License is required to be appointed at the Full-Performance Level (GS-11). Must be proficient in spoken and written English. Must meet physical requirements. Preferred Experience: This position is designed to perform duties and services at VA Pittsburgh's Readjustment Counseling Centers, covering various types of treatments. This vacancy announcement is targeting professionals in various mental health professions such as Addiction Counseling, Community Counseling, Gerontology Counseling, Marital, Couple, and Family Counseling, and Marriage and Family Therapy. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Grade Determinations: In addition to the basic requirements, candidates must have at least 1 year of post-master's degree mental health counseling experience OR a doctoral degree in mental health counseling, or a related field may be substituted for the required 1 year of professional mental health counseling experience. The candidate must demonstrate the Knowledge Skills and Abilities below: FULL PERFORMANCE LEVEL (GS-11) LICENSED PROFESSIONAL MENTAL HEALTH COUNSELOR 1. Ability to make professional evaluations, decisions, and recommendation for treatment planning and implementation. 2. Advanced knowledge and mastery of the fundamentals of the counseling process which includes defining patient/family problems and maintaining an effective counseling relationship. 3. Ability to provide subject matter consultation to colleagues and students on the counseling process within various specialty areas, build on the foundation of competence through regular meetings and discussions to explain assignments, review progress of cases and confer about the counseling perspectives and orientation. 4. Ability to provide complex crisis intervention and stabilization to patients who are in psychological distress. 5. Ability to establish goals/treatment through a collaborative process with the patient utilizing advanced counseling skills, including evidenced-based practices and screening/assessment. 6. Ability to use a wide variety of individual, group, or familial counseling interventions; demonstrates sensitivity to diversity and possesses multicultural counseling skills. 7. Ability to fully utilize the current DSM in making diagnoses and formulation of treatment goals and application of appropriate clinical intervention using professional counseling practices. 8. Ability to develop and deliver psycho-education groups that include life skills, family support, and community integration . References: VA Handbook 5005/42, Part II, Appendix G43","Social Science, Psychologist"
"All qualifications must be met by the closing date of this announcement, Wednesday, February 15, 2017. Qualifying experience may be obtained in the private or public sectors. QUALIFICATIONS : To be eligible for this position, you must possess the qualifying specialized experience as described in the occupational/assessment questionnaire and as outlined below. GS-0102-06: Specialized Experience : At least one year of specialized experience equivalent to at least the GS-5 level in the Federal service. Specialized experience demonstrates the knowledge, skills, and abilities necessary to perform successfully the duties of an Archeological Technician. Examples of specialized experience include: archeological field investigations, laboratory analysis, artifact cataloguing, archival research and GIS mapping.","Social Science, Psychologist"
"BASIC REQUIREMENTS. To qualify for appointment as a social worker in VHA, all applicants must: a. Citizenship. Be a citizen of the United States. b. Education. Have a master's degree in social work from a school of social work fully accredited by the Council on Social Work Education (CSWE). Graduates of schools of social work that are in candidacy status do not meet this requirement until the school of social work is fully accredited. A doctoral degree in social work may not be substituted for the master's degree in social work. c. Licensure. Persons hired or reassigned to social worker positions in the GS-185 series in VHA must be licensed or certified by a state to independently practice social work at the master's degree level. (1) Exception. VHA may waive the licensure or certification requirement for persons who are otherwise qualified, pending completion of state prerequisites for licensure/certification examinations. This exception only applies up to the full performance level. For grade levels above the full performance level, the candidate must be licensed or certified. (a) For grades below or at the full performance level, VHA social workers who are not licensed or certified at the time of appointment must become licensed or certified at the independent, master's level within 3 years of their appointment as a social worker. (b) It is VHA policy that a VHA social worker who does not yet have a license that allows independent practice must be supervised by a licensed independent practitioner of the same discipline who is a VA staff member and who has access to the electronic health record. English Language Proficiency. Social workers must be proficient in spoken and written English in accordance with VA Handbook 5005, Part II, chapter 3, section A, paragraph 3j. IN DESCRIBING YOUR EXPERIENCE, PLEASE BE CLEAR AND SPECIFIC. WE MAY NOT MAKE ASSUMPTIONS REGARDING YOUR EXPERIENCE. Creditable Experience (1) Knowledge of Current Professional Social Work Practices. To be creditable, the experience must have required the use of knowledge, skills, abilities, and other characteristics associated with current professional social work practice. The experience or education must be post-MSW degree. Experience and education satisfying this requirement must be active professional practice, which is paid/non-paid employment as a professional social worker, as defined by the appropriate state licensing board. (2) Quality of Experience. Experience is only creditable if it is obtained following graduation with a master's degree in social work and if it includes work as a professional social worker directly related to the position to be filled. Qualifying experience must also be at a level comparable to social work experience at the next lower level. (3) Part-Time Experience. Part-time experience as a professional social worker is creditable according to its relationship to the full-time workweek. For example, a social worker employed 20 hours a week, or on a 1/2-time basis, would receive 1 full-time workweek of credit for each 2 weeks of service. (4) Fellowships or Post-Graduate Training. Fellowship and post-graduate training programs are typically in a specialized area of clinical practice, i.e., group or family practice. Training as a fellow or post-graduate may be substituted for creditable experience on a year-for-year basis. (5) Practicum in a VA Setting. A VHA practicum experience may not be substituted for experience, as the practicum (field placement) is completed prior to graduation with a master's degree in social work. Grade Determinations GS-9 Social Worker Experience, Education and Licensure. GS-9 is the entry level grade for the GS-185 social work series and is used for social workers with less than one year of post-MSW experience and for social workers who are not yet licensed or certified at the independent practice level. Social workers at the GS-9 level are working toward completion of prerequisites for licensure or certification. NOTE: Social workers with more than one year of post-MSW experience may be appointed at an advanced step within the GS-9 grade commensurate with their years of experience. Assignments. Individuals assigned as GS-9 social workers are considered to be at the entry level and are closely supervised, as they are not yet functioning at the independent practice level conferred by independent licensure or certification. Social workers at the GS-9 entry level are typically assigned to VHA program areas that do not require specialized knowledge or experience. Since these social workers are not practicing at an independent level, they should not be assigned to program areas where independent practice is required, such as in a CBOC, unless there is a licensed social worker in the program area who can provide supervision for practice. GS-9 social workers provide psychosocial services in the assigned area under supervision. GS-11 Social Worker (a) Experience, Education and Licensure. Promotion to the GS-11 full performance level requires completion of a minimum of 1 year of post-MSW degree experience in the field of health care social work (VA or non-VA experience) and licensure or certification in a state at the independent practice level. This experience must have been in a clinical setting and must have demonstrated the potential to perform advanced assignments independently. A clinical setting is a medical center, clinic - medical or psychiatric, residential treatment center, or any other type of facility where the social worker participates in a collaborative treatment and is identified with the medical profession. Experience must have been obtained AFTER earning a Master's Degree in Social Work. OR, In addition to meeting basic requirements, a doctoral degree in social work from a school of social work may be substituted for the required 1 year of professional social work experience in a clinical setting. Assignments. This is the full performance level for social workers. GS-11 social workers are licensed or certified to independently practice social work. They are assigned to all program areas, including inpatient or outpatient medicine, surgery, mental health, neurology, rehabilitation medicine, and geriatrics. Employees provide professional, independent social work services in the assigned area. References: VA HANDBOOK 5005/50, PART II APPENDIX G39. SOCIAL WORKER QUALIFCATION STANDARD","Social Science, Psychologist"
